,score,scored_by,rank,popularity,members,favorites,duration_min,Shounen,Shoujo,Seinen,Ecchi,Mecha,Supernatural,SliceofLife,Action,Adventure,Comedy,Drama,Magic,Romance,type_ONA,type_OVA,type_special,pg13,pg17,90s,00s,10s
1417,7.7,29009,1118.0,1535,49941,39,95.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
1419,7.38,37894,2128.0,1363,59136,105,100.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0
1437,8.77,204744,34.0,148,357883,7087,117.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1454,6.99,4714,3613.0,3654,10200,83,84.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
1456,6.48,8271,5709.0,2769,18407,72,82.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
1474,7.54,21077,1514.0,1556,48638,204,100.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1478,5.11,420,8937.0,7205,1701,2,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1479,7.71,4793,1081.0,3200,13919,26,87.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1491,7.82,3288,844.0,3408,11994,22,88.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1500,8.31,64313,233.0,679,124236,993,92.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
1501,8.29,46158,244.0,1091,75722,1195,82.0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0
1516,7.39,7399,2089.0,3159,14255,8,59.0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
1519,7.52,10198,1583.0,2822,17789,52,47.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1528,5.68,116,8010.0,9703,448,0,70.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1533,6.92,4804,3852.0,3782,9360,3,52.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1538,6.19,1343,6799.0,5775,3267,2,50.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0
1549,6.22,114,6692.0,10018,379,0,85.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1562,7.56,100456,1454.0,512,156954,589,92.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1581,7.88,34374,738.0,1352,60019,175,98.0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
1583,8.42,22674,155.0,1626,45725,763,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1584,6.81,262,4259.0,8661,814,2,66.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1595,7.08,814,3284.0,6984,1894,0,49.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
1596,7.87,67037,758.0,600,138438,508,73.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1598,7.6,2711,1365.0,4017,8057,13,48.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
1613,7.79,10381,909.0,2795,18191,14,106.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1
1623,7.4,5130,2017.0,2938,16512,92,98.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1633,6.06,342,7166.0,8065,1115,2,90.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1639,7.44,9285,1875.0,2989,15844,43,65.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1653,7.91,10813,673.0,2139,29458,101,116.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1654,8.35,182809,192.0,174,329663,7755,82.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1664,8.47,119092,120.0,407,188165,2525,117.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1669,6.49,18654,5633.0,2053,31480,106,49.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
1684,7.24,13389,2644.0,2273,26562,44,69.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1687,6.46,779,5750.0,6398,2487,1,120.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1688,7.85,3343,796.0,3453,11664,27,53.0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
1690,7.42,28053,1951.0,1526,50418,121,126.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0
1698,7.4,24347,2021.0,1696,43232,305,80.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1702,6.73,13758,4613.0,2192,28143,52,89.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1704,6.86,5055,4075.0,3271,13287,10,58.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1
1706,6.9,2497,3907.0,4409,6411,3,43.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0
1710,7.01,21397,3527.0,1848,37474,29,50.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
1737,6.89,7374,3938.0,2809,17974,32,42.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
1739,5.82,1012,7745.0,5945,3010,8,88.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1747,7.45,3368,1807.0,3349,12580,12,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1753,7.13,1093,3078.0,5407,3828,5,84.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1760,7.46,293,1766.0,8673,809,3,101.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1762,7.6,13832,1365.0,2413,24007,16,48.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1764,6.85,1168,4098.0,5269,4092,11,56.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
1766,7.95,22331,624.0,1751,40832,113,63.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1767,5.22,1993,8801.0,5556,3594,1,55.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1775,6.99,1365,3605.0,5736,3329,0,92.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0
1782,6.36,711,6168.0,6880,1980,1,59.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1789,7.29,35576,2473.0,1427,55636,76,74.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0
1826,7.18,2116,2907.0,4951,4801,26,99.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1837,6.23,1011,6646.0,6348,2550,4,78.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1840,7.26,1165,2588.0,6526,2334,2,54.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1845,7.25,948,2616.0,5599,3529,4,90.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1856,6.78,7415,4418.0,3242,13503,33,78.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1860,7.69,12422,1131.0,2133,29526,55,61.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1874,5.7,1645,7988.0,5293,4046,14,59.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1891,6.44,666,5823.0,7211,1700,1,57.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1894,7.72,40964,1056.0,1205,67425,948,81.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
1895,6.91,3083,3867.0,3735,9630,8,48.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1896,7.7,14566,1121.0,2229,27577,28,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1898,7.46,5584,1789.0,3064,15032,35,136.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1903,6.13,897,7008.0,6917,1948,3,48.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1910,7.22,9870,2752.0,2846,17530,15,52.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1919,7.57,9650,1429.0,2690,19749,100,99.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1921,7.37,4695,2142.0,3615,10407,36,85.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1925,6.54,144,5455.0,9425,526,0,72.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1933,6.88,2306,4016.0,4600,5781,3,78.0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0
1935,7.87,65321,766.0,614,135932,397,113.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1939,6.68,338,4856.0,7926,1199,3,90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1964,7.31,8505,2412.0,2948,16382,25,94.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1970,7.32,25751,2326.0,1527,50375,112,110.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1972,7.46,2840,1772.0,4448,6286,5,86.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1980,7.41,28027,2000.0,1273,64088,174,55.0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
1981,8.54,18459,89.0,1327,61295,564,100.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1994,6.87,25815,4053.0,1318,61479,251,49.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2004,7.63,20757,1282.0,1478,52892,1058,71.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2005,7.35,9074,2221.0,3102,14732,32,97.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2007,6.8,1118,4312.0,6282,2614,1,70.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
2010,8.32,71496,224.0,784,110091,401,107.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
2017,8.21,17162,301.0,2161,28891,25,111.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2036,6.7,542,4764.0,4986,4735,3,47.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2047,6.02,128,7308.0,9716,447,1,60.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
2052,7.39,25225,2078.0,1697,43143,22,95.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
2056,7.12,5742,3139.0,3455,11623,17,116.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
2057,6.29,334,6446.0,8576,856,2,44.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
2059,8.0,78750,553.0,657,128075,221,46.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2060,7.91,2940,691.0,4105,7700,5,111.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2068,4.97,367,,8212,1033,3,42.0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
2082,7.49,27869,1659.0,1288,63103,79,59.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2110,6.98,2229,3659.0,4602,5775,0,86.0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0
2122,7.06,221,3355.0,8458,912,3,94.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2133,7.32,11587,2350.0,2175,28591,111,93.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
2137,7.96,19995,594.0,1787,39643,127,105.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
2158,7.07,19490,3314.0,2009,32642,27,96.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2160,7.05,17457,3364.0,2039,32030,16,45.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
2178,6.67,7844,4899.0,3177,14164,4,66.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2191,7.69,47832,1125.0,1115,74404,110,55.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
2198,8.71,22283,47.0,1432,55411,124,47.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2201,7.09,5941,3228.0,3652,10206,51,56.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2202,7.4,7272,2046.0,3161,14243,10,60.0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
2234,7.81,29873,860.0,1246,65382,146,82.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2246,6.88,45326,3987.0,1154,71222,41,41.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
2256,7.47,62047,1738.0,827,105403,129,95.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2266,7.9,12097,701.0,2469,23096,54,119.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2271,7.25,11318,2611.0,2299,25993,45,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
2272,7.33,32505,2320.0,1509,51537,63,90.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
2274,7.67,12773,1179.0,2489,22835,11,48.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2276,6.4,591,6004.0,7571,1421,2,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2280,8.17,40535,344.0,1010,83333,573,106.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2282,6.57,9018,5343.0,2940,16470,12,42.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
2284,7.31,1375,2380.0,6485,2394,4,92.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2286,6.64,7355,5037.0,3481,11372,21,90.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
2298,7.33,1272,2303.0,5912,3064,20,87.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
2309,7.28,3624,2497.0,4124,7627,4,94.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2316,6.65,631,4956.0,7239,1679,0,120.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2317,7.32,673,2350.0,5841,3162,2,89.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2330,6.86,3238,4093.0,4333,6674,7,102.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2348,7.05,687,3367.0,7188,1712,3,60.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2351,8.22,873,292.0,2227,27812,77,115.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2353,7.44,25046,1865.0,1552,48885,60,90.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2358,7.93,50185,645.0,975,87118,876,97.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
2360,7.75,12845,1008.0,2423,23938,28,48.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2378,7.44,61496,1844.0,776,111139,140,110.0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1
2389,7.75,62485,994.0,621,134519,665,90.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2396,8.08,3554,456.0,3895,8716,80,90.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2398,7.66,35800,1210.0,1172,70141,119,90.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2402,7.67,13406,1176.0,2169,28647,103,97.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2410,6.65,679,4981.0,7018,1864,0,51.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
2413,7.25,1291,2615.0,5553,3604,4,99.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2415,7.56,3283,1476.0,4200,7323,10,87.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2425,8.17,25557,349.0,1751,40822,478,67.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
2438,6.43,526,5893.0,4197,7333,13,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2439,7.5,40788,1628.0,1251,65172,53,51.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
2440,5.16,812,8874.0,7044,1840,4,47.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2444,7.7,4320,1103.0,3700,9845,92,128.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2458,7.22,2020,2751.0,4558,5957,8,54.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2468,5.67,253,8064.0,8984,683,0,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2470,6.89,972,3945.0,6517,2349,3,71.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2472,7.55,11458,1494.0,2292,26121,15,59.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2473,7.61,19978,1334.0,1895,36189,23,113.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
2479,7.46,2321,1750.0,3010,15584,12,105.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2482,7.16,1410,2982.0,5946,3014,2,43.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
2487,7.57,1806,1449.0,4368,6544,7,60.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
2500,7.74,36240,1013.0,1224,66441,159,51.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2510,7.89,30114,709.0,1574,47871,30,47.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2519,5.8,106,7799.0,9866,414,0,46.0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0
2521,6.87,606,4035.0,7223,1691,4,75.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2525,6.85,118,4122.0,9030,668,0,65.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2527,7.53,13368,1568.0,2240,27267,109,130.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2555,7.41,2261,1977.0,5198,4255,17,60.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2557,7.58,21469,1409.0,1505,51705,150,70.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2578,6.77,519,4438.0,7724,1312,1,93.0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2589,6.39,176,6057.0,9500,510,0,68.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2595,7.09,556,3222.0,7194,1709,4,56.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2597,6.15,4137,6923.0,4068,7864,19,48.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2612,7.92,3991,663.0,3876,8852,20,60.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2620,5.64,131,8120.0,9874,411,0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2629,7.01,9689,3549.0,2976,16024,34,110.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2631,7.99,40843,563.0,942,89699,674,127.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2640,5.57,931,8244.0,7069,1810,5,71.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
2650,7.1,2697,3213.0,4633,5674,4,47.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2658,8.87,62314,23.0,649,129997,1541,83.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2664,7.72,13197,1065.0,2020,32435,109,87.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2665,6.97,818,3686.0,5948,3018,9,95.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2667,8.21,18065,300.0,2110,30049,34,108.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2672,7.95,89100,616.0,587,141796,326,61.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2677,7.89,59049,719.0,901,95576,216,42.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2678,6.37,1210,6085.0,6587,2272,1,53.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2680,6.3,1225,6381.0,5761,3284,2,120.0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
2685,7.92,28097,652.0,1640,45016,24,47.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
